salary_id,salary_range,currency,compensation_type
sal11751,Negotiable,$CAD,Hourly
sal11752,Negotiable,$CAD,Hourly
sal11753,$60k - $80k,USD,Annual
sal11754,50000 - 70000,CAD,Hourly
sal11755,"$90,000 - $120,000",CAD,Annual
sal11756,"$90,000 - $120,000",USD,Annual
sal11757,"$90,000 - $120,000",CAD$,Annual
sal11758,50000 - 70000,CAD$,Hourly
sal11759,$60k - $80k,CAD,Annual
sal11760,Negotiable,USD,Annual
sal11761,$60k - $80k,USD,Annual
sal11762,80000 per annum,CAD$,Annual
sal11763,80000 per annum,USD,Hourly
sal11764,80000 per annum,CAD$,Hourly
sal11765,Negotiable,$CAD,Hourly
sal11766,$55K to $75K,CAD,Annual
sal11767,80000 per annum,$CAD,Annual
sal11768,"$90,000 - $120,000",$CAD,Annual
sal11769,50000 - 70000,$CAD,Annual
sal11770,"$90,000 - $120,000",CAD$,Hourly
sal11771,"$90,000 - $120,000",USD,Hourly
sal11772,$60k - $80k,USD,Annual
sal11773,80000 per annum,CAD$,Annual
sal11774,80000 per annum,USD,Hourly
sal11775,50000 - 70000,$CAD,Hourly
sal11776,$55K to $75K,CAD$,Hourly
sal11777,35/hr,CAD,Annual
sal11778,$55K to $75K,CAD,Annual
sal11779,80000 per annum,CAD$,Annual
sal11780,$55K to $75K,USD,Hourly
sal11781,$60k - $80k,$CAD,Annual
sal11782,$60k - $80k,USD,Annual
sal11783,50000 - 70000,USD,Annual
sal11784,35/hr,USD,Hourly
sal11785,50000 - 70000,CAD$,Hourly
sal11786,"$90,000 - $120,000",CAD,Annual
sal11787,80000 per annum,CAD,Annual
sal11788,35/hr,$CAD,Hourly
sal11789,$60k - $80k,CAD$,Annual
sal11790,"$90,000 - $120,000",$CAD,Hourly
sal11791,$60k - $80k,USD,Hourly
sal11792,50000 - 70000,USD,Annual
sal11793,$60k - $80k,CAD,Annual
sal11794,Negotiable,$CAD,Hourly
sal11795,$60k - $80k,CAD$,Annual
sal11796,$55K to $75K,CAD,Annual
sal11797,"$90,000 - $120,000",CAD$,Hourly
sal11798,35/hr,$CAD,Hourly
sal11799,80000 per annum,CAD,Hourly
sal11800,35/hr,$CAD,Annual
sal11801,"$90,000 - $120,000",$CAD,Hourly
sal11802,Negotiable,$CAD,Hourly
sal11803,35/hr,CAD$,Hourly
sal11804,$60k - $80k,$CAD,Hourly
sal11805,50000 - 70000,USD,Annual
sal11806,Negotiable,CAD,Annual
sal11807,80000 per annum,CAD$,Annual
sal11808,$55K to $75K,CAD$,Hourly
sal11809,35/hr,CAD$,Annual
sal11810,50000 - 70000,CAD,Hourly
sal11811,80000 per annum,USD,Annual
sal11812,35/hr,USD,Hourly
sal11813,$55K to $75K,$CAD,Annual
sal11814,35/hr,$CAD,Hourly
sal11815,35/hr,CAD$,Annual
sal11816,$60k - $80k,$CAD,Hourly
sal11817,Negotiable,CAD$,Annual
sal11818,Negotiable,CAD$,Hourly
sal11819,Negotiable,CAD$,Hourly
sal11820,80000 per annum,USD,Hourly
sal11821,Negotiable,USD,Hourly
sal11822,Negotiable,CAD,Annual
sal11823,35/hr,USD,Annual
sal11824,"$90,000 - $120,000",CAD,Hourly
sal11825,"$90,000 - $120,000",USD,Hourly
sal11826,"$90,000 - $120,000",$CAD,Hourly
sal11827,80000 per annum,USD,Annual
sal11828,35/hr,CAD,Hourly
sal11829,$60k - $80k,$CAD,Hourly
sal11830,$60k - $80k,CAD$,Annual
sal11831,$60k - $80k,CAD,Hourly
sal11832,"$90,000 - $120,000",CAD$,Hourly
sal11833,$55K to $75K,CAD,Hourly
sal11834,50000 - 70000,CAD$,Hourly
sal11835,$55K to $75K,CAD$,Annual
sal11836,$55K to $75K,CAD$,Hourly
sal11837,$60k - $80k,CAD$,Annual
sal11838,Negotiable,CAD$,Annual
sal11839,35/hr,CAD,Annual
sal11840,Negotiable,$CAD,Hourly
sal11841,50000 - 70000,$CAD,Hourly
sal11842,Negotiable,$CAD,Hourly
sal11843,Negotiable,CAD,Annual
sal11844,"$90,000 - $120,000",$CAD,Hourly
sal11845,Negotiable,$CAD,Annual
sal11846,50000 - 70000,USD,Annual
sal11847,Negotiable,CAD$,Hourly
sal11848,35/hr,CAD,Hourly
sal11849,$55K to $75K,CAD,Annual
sal11850,Negotiable,CAD$,Annual
sal11851,"$90,000 - $120,000",$CAD,Annual
sal11852,$60k - $80k,CAD,Annual
sal11853,80000 per annum,USD,Annual
sal11854,50000 - 70000,CAD$,Hourly
sal11855,35/hr,$CAD,Annual
sal11856,35/hr,CAD$,Annual
sal11857,Negotiable,CAD,Hourly
sal11858,$60k - $80k,CAD,Hourly
sal11859,35/hr,USD,Hourly
sal11860,35/hr,USD,Hourly
sal11861,Negotiable,USD,Hourly
sal11862,35/hr,$CAD,Hourly
sal11863,50000 - 70000,$CAD,Hourly
sal11864,80000 per annum,CAD,Annual
sal11865,$60k - $80k,CAD$,Hourly
sal11866,Negotiable,USD,Hourly
sal11867,80000 per annum,USD,Hourly
sal11868,"$90,000 - $120,000",CAD,Hourly
sal11869,Negotiable,CAD$,Hourly
sal11870,Negotiable,$CAD,Annual
sal11871,Negotiable,CAD,Hourly
sal11872,$55K to $75K,$CAD,Annual
sal11873,50000 - 70000,CAD$,Annual
sal11874,$55K to $75K,CAD$,Hourly
sal11875,50000 - 70000,USD,Annual
sal11876,35/hr,CAD,Hourly
sal11877,Negotiable,CAD$,Hourly
sal11878,50000 - 70000,CAD,Annual
sal11879,"$90,000 - $120,000",USD,Hourly
sal11880,Negotiable,USD,Annual
sal11881,$60k - $80k,CAD,Annual
sal11882,80000 per annum,CAD,Hourly
sal11883,Negotiable,CAD,Annual
sal11884,35/hr,CAD,Annual
sal11885,50000 - 70000,CAD$,Annual
sal11886,$55K to $75K,CAD,Hourly
sal11887,35/hr,CAD$,Annual
sal11888,"$90,000 - $120,000",USD,Annual
sal11889,80000 per annum,$CAD,Hourly
sal11890,"$90,000 - $120,000",USD,Hourly
sal11891,50000 - 70000,CAD$,Annual
sal11892,"$90,000 - $120,000",$CAD,Annual
sal11893,$60k - $80k,USD,Annual
sal11894,80000 per annum,USD,Annual
sal11895,35/hr,$CAD,Annual
sal11896,$55K to $75K,$CAD,Annual
sal11897,80000 per annum,USD,Annual
sal11898,"$90,000 - $120,000",CAD$,Annual
sal11899,50000 - 70000,USD,Hourly
sal11900,50000 - 70000,$CAD,Annual
sal11901,35/hr,CAD,Hourly
sal11902,Negotiable,$CAD,Hourly
sal11903,"$90,000 - $120,000",USD,Annual
sal11904,50000 - 70000,$CAD,Annual
sal11905,$55K to $75K,CAD,Annual
sal11906,Negotiable,CAD,Hourly
sal11907,$55K to $75K,CAD$,Hourly
sal11908,80000 per annum,CAD,Annual
sal11909,Negotiable,$CAD,Hourly
sal11910,"$90,000 - $120,000",CAD,Annual
sal11911,$60k - $80k,USD,Annual
sal11912,$55K to $75K,CAD,Annual
sal11913,35/hr,$CAD,Annual
sal11914,80000 per annum,CAD,Hourly
sal11915,"$90,000 - $120,000",CAD,Annual
sal11916,$55K to $75K,USD,Hourly
sal11917,50000 - 70000,CAD,Annual
sal11918,35/hr,CAD,Hourly
sal11919,50000 - 70000,$CAD,Annual
sal11920,35/hr,CAD$,Hourly
sal11921,50000 - 70000,CAD$,Hourly
sal11922,80000 per annum,CAD,Annual
sal11923,50000 - 70000,CAD$,Hourly
sal11924,80000 per annum,USD,Hourly
sal11925,50000 - 70000,CAD$,Hourly
sal11926,$60k - $80k,CAD,Hourly
sal11927,$55K to $75K,USD,Annual
sal11928,35/hr,USD,Annual
sal11929,35/hr,USD,Annual
sal11930,"$90,000 - $120,000",CAD,Hourly
sal11931,35/hr,CAD$,Hourly
sal11932,Negotiable,CAD,Hourly
sal11933,50000 - 70000,USD,Annual
sal11934,80000 per annum,CAD$,Annual
sal11935,"$90,000 - $120,000",$CAD,Annual
sal11936,$60k - $80k,$CAD,Hourly
sal11937,80000 per annum,CAD,Annual
sal11938,$55K to $75K,CAD$,Annual
sal11939,35/hr,CAD$,Annual
sal11940,35/hr,CAD,Hourly
sal11941,35/hr,$CAD,Annual
sal11942,80000 per annum,CAD$,Hourly
sal11943,80000 per annum,CAD$,Hourly
sal11944,"$90,000 - $120,000",CAD,Annual
sal11945,$60k - $80k,USD,Hourly
sal11946,$60k - $80k,CAD,Annual
sal11947,50000 - 70000,USD,Annual
sal11948,35/hr,CAD,Annual
sal11949,$55K to $75K,CAD,Hourly
sal11950,Negotiable,USD,Annual
sal11951,80000 per annum,$CAD,Annual
sal11952,Negotiable,CAD$,Hourly
sal11953,50000 - 70000,$CAD,Hourly
sal11954,$60k - $80k,CAD,Hourly
sal11955,50000 - 70000,CAD,Hourly
sal11956,Negotiable,CAD$,Hourly
sal11957,Negotiable,CAD$,Hourly
sal11958,$60k - $80k,USD,Hourly
sal11959,$55K to $75K,CAD,Hourly
sal11960,50000 - 70000,CAD,Hourly
sal11961,50000 - 70000,USD,Annual
sal11962,35/hr,CAD,Hourly
sal11963,50000 - 70000,$CAD,Hourly
sal11964,$55K to $75K,CAD,Hourly
sal11965,"$90,000 - $120,000",$CAD,Annual
sal11966,"$90,000 - $120,000",USD,Hourly
sal11967,Negotiable,USD,Annual
sal11968,"$90,000 - $120,000",$CAD,Annual
sal11969,$55K to $75K,$CAD,Annual
sal11970,50000 - 70000,CAD,Annual
sal11971,"$90,000 - $120,000",$CAD,Annual
sal11972,$60k - $80k,USD,Annual
sal11973,"$90,000 - $120,000",CAD$,Annual
sal11974,$60k - $80k,USD,Annual
sal11975,"$90,000 - $120,000",$CAD,Annual
sal11976,"$90,000 - $120,000",CAD$,Hourly
sal11977,35/hr,USD,Annual
sal11978,$60k - $80k,CAD$,Hourly
sal11979,$60k - $80k,CAD$,Annual
sal11980,Negotiable,CAD,Annual
sal11981,35/hr,CAD$,Hourly
sal11982,$55K to $75K,USD,Hourly
sal11983,$55K to $75K,$CAD,Annual
sal11984,Negotiable,$CAD,Annual
sal11985,Negotiable,$CAD,Hourly
sal11986,50000 - 70000,CAD,Annual
sal11987,Negotiable,CAD$,Hourly
sal11988,35/hr,$CAD,Annual
sal11989,35/hr,$CAD,Hourly
sal11990,"$90,000 - $120,000",$CAD,Annual
sal11991,Negotiable,USD,Annual
sal11992,"$90,000 - $120,000",USD,Annual
sal11993,$55K to $75K,$CAD,Hourly
sal11994,35/hr,$CAD,Hourly
sal11995,$55K to $75K,USD,Hourly
sal11996,50000 - 70000,USD,Hourly
sal11997,50000 - 70000,CAD$,Hourly
sal11998,Negotiable,CAD$,Hourly
sal11999,Negotiable,USD,Hourly
sal12000,35/hr,USD,Hourly
sal12001,$55K to $75K,CAD$,Hourly
sal12002,$55K to $75K,USD,Hourly
sal12003,"$90,000 - $120,000",USD,Annual
sal12004,$60k - $80k,CAD,Annual
sal12005,80000 per annum,USD,Annual
sal12006,$55K to $75K,USD,Annual
sal12007,Negotiable,CAD,Annual
sal12008,80000 per annum,CAD,Annual
sal12009,$60k - $80k,CAD$,Annual
sal12010,Negotiable,USD,Annual
sal12011,Negotiable,USD,Hourly
sal12012,$60k - $80k,CAD,Hourly
sal12013,$55K to $75K,CAD,Hourly
sal12014,35/hr,$CAD,Hourly
sal12015,80000 per annum,$CAD,Annual
sal12016,35/hr,USD,Annual
sal12017,35/hr,USD,Hourly
sal12018,35/hr,$CAD,Hourly
sal12019,Negotiable,USD,Annual
sal12020,Negotiable,USD,Annual
sal12021,80000 per annum,USD,Annual
sal12022,80000 per annum,USD,Annual
sal12023,80000 per annum,CAD$,Annual
sal12024,$60k - $80k,$CAD,Annual
sal12025,50000 - 70000,USD,Annual
sal12026,35/hr,$CAD,Hourly
sal12027,$60k - $80k,$CAD,Hourly
sal12028,$55K to $75K,USD,Hourly
sal12029,Negotiable,USD,Hourly
sal12030,Negotiable,USD,Hourly
sal12031,80000 per annum,$CAD,Annual
sal12032,35/hr,CAD,Hourly
sal12033,Negotiable,$CAD,Hourly
sal12034,35/hr,CAD,Annual
sal12035,Negotiable,CAD$,Hourly
sal12036,$55K to $75K,$CAD,Hourly
sal12037,Negotiable,USD,Annual
sal12038,50000 - 70000,CAD,Annual
sal12039,$55K to $75K,CAD$,Hourly
sal12040,Negotiable,USD,Annual
sal12041,80000 per annum,CAD$,Hourly
sal12042,50000 - 70000,$CAD,Hourly
sal12043,50000 - 70000,CAD$,Hourly
sal12044,$55K to $75K,USD,Hourly
sal12045,80000 per annum,USD,Hourly
sal12046,80000 per annum,$CAD,Hourly
sal12047,$60k - $80k,USD,Hourly
sal12048,80000 per annum,USD,Hourly
sal12049,"$90,000 - $120,000",CAD$,Hourly
sal12050,50000 - 70000,USD,Annual
sal12051,$55K to $75K,CAD,Hourly
sal12052,"$90,000 - $120,000",USD,Hourly
sal12053,50000 - 70000,$CAD,Hourly
sal12054,"$90,000 - $120,000",$CAD,Hourly
sal12055,50000 - 70000,CAD$,Hourly
sal12056,Negotiable,USD,Annual
sal12057,$55K to $75K,USD,Annual
sal12058,Negotiable,USD,Annual
sal12059,$60k - $80k,CAD$,Annual
sal12060,Negotiable,CAD,Hourly
sal12061,50000 - 70000,USD,Annual
sal12062,35/hr,USD,Hourly
sal12063,Negotiable,CAD$,Hourly
sal12064,"$90,000 - $120,000",USD,Hourly
sal12065,Negotiable,USD,Annual
sal12066,$55K to $75K,CAD,Hourly
sal12067,80000 per annum,CAD$,Hourly
sal12068,50000 - 70000,CAD$,Annual
sal12069,Negotiable,CAD$,Annual
sal12070,35/hr,USD,Annual
sal12071,80000 per annum,CAD,Annual
sal12072,"$90,000 - $120,000",CAD$,Hourly
sal12073,$60k - $80k,CAD$,Annual
sal12074,Negotiable,CAD,Annual
sal12075,$55K to $75K,CAD,Hourly
sal12076,50000 - 70000,CAD$,Annual
sal12077,80000 per annum,USD,Hourly
sal12078,35/hr,$CAD,Annual
sal12079,$60k - $80k,CAD$,Annual
sal12080,Negotiable,CAD$,Annual
sal12081,80000 per annum,CAD$,Hourly
sal12082,50000 - 70000,$CAD,Annual
sal12083,80000 per annum,CAD$,Hourly
sal12084,$60k - $80k,$CAD,Annual
sal12085,50000 - 70000,CAD$,Hourly
sal12086,35/hr,CAD,Annual
sal12087,80000 per annum,CAD,Annual
sal12088,$55K to $75K,CAD,Hourly
sal12089,35/hr,CAD,Hourly
sal12090,Negotiable,CAD$,Annual
sal12091,$60k - $80k,CAD$,Hourly
sal12092,Negotiable,CAD$,Annual
sal12093,Negotiable,USD,Hourly
sal12094,35/hr,$CAD,Hourly
sal12095,35/hr,$CAD,Annual
sal12096,35/hr,$CAD,Hourly
sal12097,$60k - $80k,CAD,Hourly
sal12098,35/hr,CAD,Hourly
sal12099,$60k - $80k,CAD,Hourly
sal12100,35/hr,USD,Hourly
sal12101,$60k - $80k,USD,Hourly
sal12102,50000 - 70000,$CAD,Annual
sal12103,$55K to $75K,CAD$,Hourly
sal12104,$60k - $80k,CAD,Hourly
sal12105,$55K to $75K,$CAD,Annual
sal12106,"$90,000 - $120,000",USD,Annual
sal12107,50000 - 70000,$CAD,Annual
sal12108,$55K to $75K,$CAD,Hourly
sal12109,35/hr,CAD,Hourly
sal12110,$60k - $80k,USD,Annual
sal12111,$60k - $80k,USD,Annual
sal12112,$55K to $75K,$CAD,Annual
sal12113,Negotiable,CAD,Hourly
sal12114,$60k - $80k,CAD,Hourly
sal12115,$55K to $75K,CAD$,Annual
sal12116,35/hr,USD,Annual
sal12117,$55K to $75K,USD,Hourly
sal12118,35/hr,$CAD,Hourly
sal12119,80000 per annum,CAD$,Hourly
sal12120,$60k - $80k,USD,Hourly
sal12121,Negotiable,CAD,Annual
sal12122,$60k - $80k,$CAD,Annual
sal12123,Negotiable,CAD,Hourly
sal12124,35/hr,CAD,Hourly
sal12125,Negotiable,CAD$,Annual
sal12126,$55K to $75K,CAD$,Annual
sal12127,$55K to $75K,CAD,Annual
sal12128,80000 per annum,CAD$,Annual
sal12129,"$90,000 - $120,000",CAD$,Hourly
sal12130,Negotiable,USD,Annual
sal12131,$55K to $75K,$CAD,Hourly
sal12132,$55K to $75K,$CAD,Annual
sal12133,$55K to $75K,$CAD,Annual
sal12134,$55K to $75K,$CAD,Annual
sal12135,35/hr,USD,Hourly
sal12136,Negotiable,USD,Hourly
sal12137,Negotiable,CAD$,Hourly
sal12138,$55K to $75K,CAD$,Annual
sal12139,35/hr,CAD$,Hourly
sal12140,35/hr,CAD$,Annual
sal12141,35/hr,USD,Annual
sal12142,$60k - $80k,CAD,Annual
sal12143,"$90,000 - $120,000",$CAD,Hourly
sal12144,50000 - 70000,$CAD,Hourly
sal12145,"$90,000 - $120,000",CAD,Hourly
sal12146,50000 - 70000,$CAD,Hourly
sal12147,Negotiable,CAD$,Hourly
sal12148,$60k - $80k,CAD,Annual
sal12149,Negotiable,USD,Annual
sal12150,80000 per annum,CAD$,Hourly
sal12151,80000 per annum,$CAD,Annual
sal12152,35/hr,CAD$,Hourly
sal12153,$55K to $75K,USD,Annual
sal12154,"$90,000 - $120,000",CAD$,Annual
sal12155,Negotiable,$CAD,Annual
sal12156,50000 - 70000,CAD,Annual
sal12157,Negotiable,$CAD,Hourly
sal12158,80000 per annum,$CAD,Annual
sal12159,Negotiable,CAD,Annual
sal12160,"$90,000 - $120,000",USD,Hourly
sal12161,$60k - $80k,USD,Hourly
sal12162,$55K to $75K,CAD$,Hourly
sal12163,$60k - $80k,$CAD,Hourly
sal12164,"$90,000 - $120,000",USD,Hourly
sal12165,35/hr,CAD,Hourly
sal12166,50000 - 70000,CAD$,Annual
sal12167,80000 per annum,CAD,Annual
sal12168,Negotiable,CAD$,Hourly
sal12169,Negotiable,USD,Hourly
sal12170,"$90,000 - $120,000",CAD,Annual
sal12171,35/hr,CAD$,Hourly
sal12172,$60k - $80k,CAD,Annual
sal12173,$55K to $75K,USD,Hourly
sal12174,$60k - $80k,CAD,Annual
sal12175,35/hr,CAD$,Annual
sal12176,$55K to $75K,$CAD,Annual
sal12177,Negotiable,CAD,Hourly
sal12178,35/hr,USD,Hourly
sal12179,"$90,000 - $120,000",CAD,Annual
sal12180,$55K to $75K,$CAD,Annual
sal12181,80000 per annum,USD,Annual
sal12182,50000 - 70000,USD,Annual
sal12183,Negotiable,$CAD,Annual
sal12184,Negotiable,USD,Hourly
sal12185,"$90,000 - $120,000",CAD,Hourly
sal12186,$55K to $75K,CAD$,Hourly
sal12187,$55K to $75K,CAD,Annual
sal12188,$60k - $80k,CAD$,Annual
sal12189,80000 per annum,CAD$,Hourly
sal12190,35/hr,USD,Annual
sal12191,50000 - 70000,$CAD,Hourly
sal12192,80000 per annum,USD,Hourly
sal12193,35/hr,CAD$,Hourly
sal12194,$55K to $75K,CAD$,Annual
sal12195,80000 per annum,$CAD,Annual
sal12196,"$90,000 - $120,000",CAD$,Annual
sal12197,"$90,000 - $120,000",CAD$,Annual
sal12198,$60k - $80k,CAD$,Annual
sal12199,$60k - $80k,CAD,Annual
sal12200,Negotiable,$CAD,Annual
sal12201,35/hr,CAD,Annual
sal12202,80000 per annum,$CAD,Annual
sal12203,35/hr,CAD,Annual
sal12204,Negotiable,USD,Hourly
sal12205,50000 - 70000,$CAD,Annual
sal12206,$55K to $75K,CAD,Annual
sal12207,"$90,000 - $120,000",$CAD,Hourly
sal12208,$60k - $80k,CAD,Hourly
sal12209,"$90,000 - $120,000",USD,Annual
sal12210,80000 per annum,CAD,Hourly
sal12211,35/hr,$CAD,Hourly
sal12212,35/hr,$CAD,Hourly
sal12213,35/hr,CAD,Annual
sal12214,$60k - $80k,USD,Annual
sal12215,50000 - 70000,$CAD,Hourly
sal12216,80000 per annum,CAD$,Annual
sal12217,$55K to $75K,CAD,Annual
sal12218,"$90,000 - $120,000",$CAD,Hourly
sal12219,"$90,000 - $120,000",USD,Annual
sal12220,80000 per annum,CAD,Hourly
sal12221,$60k - $80k,CAD$,Annual
sal12222,$60k - $80k,CAD$,Annual
sal12223,$60k - $80k,USD,Annual
sal12224,Negotiable,$CAD,Hourly
sal12225,$60k - $80k,CAD$,Annual
sal12226,Negotiable,USD,Annual
sal12227,$55K to $75K,CAD,Annual
sal12228,80000 per annum,$CAD,Hourly
sal12229,50000 - 70000,CAD$,Hourly
sal12230,50000 - 70000,USD,Hourly
sal12231,$60k - $80k,USD,Annual
sal12232,$55K to $75K,USD,Annual
sal12233,50000 - 70000,$CAD,Annual
sal12234,Negotiable,CAD,Hourly
sal12235,$55K to $75K,CAD,Annual
sal12236,35/hr,USD,Annual
sal12237,Negotiable,USD,Hourly
sal12238,80000 per annum,$CAD,Annual
sal12239,80000 per annum,USD,Annual
sal12240,Negotiable,$CAD,Annual
sal12241,$60k - $80k,$CAD,Hourly
sal12242,$60k - $80k,$CAD,Hourly
sal12243,35/hr,$CAD,Annual
sal12244,35/hr,$CAD,Annual
sal12245,"$90,000 - $120,000",USD,Annual
sal12246,Negotiable,USD,Hourly
sal12247,$55K to $75K,USD,Hourly
sal12248,35/hr,CAD,Annual
sal12249,Negotiable,CAD$,Annual
sal12250,50000 - 70000,$CAD,Annual
sal12251,"$90,000 - $120,000",USD,Annual
sal12252,35/hr,$CAD,Annual
sal12253,"$90,000 - $120,000",$CAD,Hourly
sal12254,Negotiable,USD,Annual
sal12255,80000 per annum,CAD$,Hourly
sal12256,80000 per annum,$CAD,Hourly
sal12257,"$90,000 - $120,000",CAD$,Annual
sal12258,"$90,000 - $120,000",USD,Hourly
sal12259,$55K to $75K,CAD$,Annual
sal12260,50000 - 70000,USD,Annual
sal12261,35/hr,USD,Annual
sal12262,80000 per annum,CAD,Annual
sal12263,$55K to $75K,USD,Hourly
sal12264,$55K to $75K,CAD$,Hourly
sal12265,35/hr,$CAD,Annual
sal12266,35/hr,USD,Hourly
sal12267,$55K to $75K,CAD,Hourly
sal12268,Negotiable,$CAD,Annual
sal12269,80000 per annum,$CAD,Hourly
sal12270,35/hr,$CAD,Annual
sal12271,Negotiable,CAD,Hourly
sal12272,$55K to $75K,USD,Hourly
sal12273,80000 per annum,$CAD,Annual
sal12274,$55K to $75K,CAD,Hourly
sal12275,Negotiable,USD,Annual
sal12276,$55K to $75K,$CAD,Hourly
sal12277,$60k - $80k,CAD$,Hourly
sal12278,50000 - 70000,CAD$,Hourly
sal12279,"$90,000 - $120,000",CAD,Hourly
sal12280,$55K to $75K,CAD,Annual
sal12281,50000 - 70000,$CAD,Annual
sal12282,$55K to $75K,$CAD,Annual
sal12283,35/hr,USD,Annual
sal12284,Negotiable,CAD,Annual
sal12285,50000 - 70000,CAD,Annual
sal12286,50000 - 70000,$CAD,Hourly
sal12287,Negotiable,USD,Hourly
sal12288,$55K to $75K,$CAD,Annual
sal12289,80000 per annum,CAD$,Annual
sal12290,"$90,000 - $120,000",CAD,Hourly
sal12291,50000 - 70000,USD,Hourly
sal12292,80000 per annum,USD,Annual
sal12293,80000 per annum,CAD$,Hourly
sal12294,50000 - 70000,CAD,Annual
sal12295,Negotiable,CAD$,Annual
sal12296,50000 - 70000,USD,Hourly
sal12297,"$90,000 - $120,000",CAD$,Hourly
sal12298,$55K to $75K,USD,Annual
sal12299,$60k - $80k,CAD$,Annual
sal12300,50000 - 70000,USD,Hourly
sal12301,$60k - $80k,CAD,Hourly
sal12302,$60k - $80k,CAD,Hourly
sal12303,80000 per annum,CAD,Annual
sal12304,$55K to $75K,$CAD,Annual
sal12305,"$90,000 - $120,000",$CAD,Hourly
sal12306,$55K to $75K,USD,Annual
sal12307,50000 - 70000,$CAD,Hourly
sal12308,$55K to $75K,CAD$,Hourly
sal12309,80000 per annum,$CAD,Annual
sal12310,"$90,000 - $120,000",$CAD,Annual
sal12311,$55K to $75K,CAD$,Hourly
sal12312,35/hr,CAD,Hourly
sal12313,50000 - 70000,$CAD,Annual
sal12314,Negotiable,CAD,Annual
sal12315,80000 per annum,CAD,Hourly
sal12316,$60k - $80k,CAD$,Hourly
sal12317,50000 - 70000,CAD$,Hourly
sal12318,Negotiable,CAD$,Hourly
sal12319,Negotiable,CAD$,Annual
sal12320,$60k - $80k,$CAD,Hourly
sal12321,$60k - $80k,CAD$,Hourly
sal12322,80000 per annum,$CAD,Hourly
sal12323,80000 per annum,CAD$,Hourly
sal12324,35/hr,$CAD,Annual
sal12325,50000 - 70000,CAD$,Annual
sal12326,"$90,000 - $120,000",CAD$,Annual
sal12327,35/hr,$CAD,Hourly
sal12328,Negotiable,CAD$,Hourly
sal12329,80000 per annum,CAD$,Annual
sal12330,35/hr,USD,Annual
sal12331,50000 - 70000,USD,Hourly
sal12332,$55K to $75K,USD,Annual
sal12333,35/hr,CAD$,Annual
sal12334,80000 per annum,$CAD,Annual
sal12335,$60k - $80k,CAD$,Annual
sal12336,50000 - 70000,$CAD,Annual
sal12337,Negotiable,$CAD,Annual
sal12338,$60k - $80k,USD,Annual
sal12339,Negotiable,$CAD,Annual
sal12340,Negotiable,USD,Annual
sal12341,$55K to $75K,CAD$,Hourly
sal12342,$60k - $80k,CAD$,Hourly
sal12343,$55K to $75K,$CAD,Annual
sal12344,$60k - $80k,USD,Hourly
sal12345,50000 - 70000,CAD$,Hourly
sal12346,80000 per annum,CAD,Annual
sal12347,50000 - 70000,$CAD,Annual
sal12348,Negotiable,CAD$,Hourly
sal12349,"$90,000 - $120,000",CAD$,Annual
sal12350,"$90,000 - $120,000",$CAD,Hourly
sal12351,$55K to $75K,CAD,Annual
sal12352,50000 - 70000,USD,Hourly
sal12353,50000 - 70000,USD,Annual
sal12354,"$90,000 - $120,000",$CAD,Hourly
sal12355,Negotiable,$CAD,Hourly
sal12356,80000 per annum,USD,Hourly
sal12357,$55K to $75K,$CAD,Annual
sal12358,35/hr,CAD$,Annual
sal12359,$55K to $75K,$CAD,Hourly
sal12360,35/hr,CAD$,Hourly
sal12361,80000 per annum,CAD,Hourly
sal12362,80000 per annum,CAD,Hourly
sal12363,$55K to $75K,CAD,Annual
sal12364,$60k - $80k,USD,Hourly
sal12365,35/hr,CAD,Hourly
sal12366,50000 - 70000,USD,Hourly
sal12367,"$90,000 - $120,000",CAD,Hourly
sal12368,$55K to $75K,CAD,Annual
sal12369,35/hr,$CAD,Hourly
sal12370,"$90,000 - $120,000",$CAD,Annual
sal12371,"$90,000 - $120,000",CAD,Hourly
sal12372,$60k - $80k,$CAD,Annual
sal12373,Negotiable,CAD,Hourly
sal12374,$55K to $75K,CAD$,Annual
sal12375,$60k - $80k,CAD$,Annual
sal12376,50000 - 70000,CAD$,Annual
sal12377,$60k - $80k,CAD$,Annual
sal12378,$60k - $80k,USD,Annual
sal12379,50000 - 70000,USD,Hourly
sal12380,35/hr,USD,Annual
sal12381,$60k - $80k,CAD$,Annual
sal12382,50000 - 70000,CAD$,Annual
sal12383,$60k - $80k,CAD,Hourly
sal12384,35/hr,USD,Annual
sal12385,"$90,000 - $120,000",CAD,Hourly
sal12386,50000 - 70000,CAD$,Hourly
sal12387,50000 - 70000,CAD,Hourly
sal12388,"$90,000 - $120,000",USD,Hourly
sal12389,35/hr,CAD,Annual
sal12390,"$90,000 - $120,000",CAD$,Annual
sal12391,"$90,000 - $120,000",CAD$,Annual
sal12392,$55K to $75K,$CAD,Annual
sal12393,$60k - $80k,$CAD,Annual
sal12394,$55K to $75K,CAD$,Hourly
sal12395,80000 per annum,USD,Annual
sal12396,"$90,000 - $120,000",USD,Annual
sal12397,"$90,000 - $120,000",CAD$,Hourly
sal12398,35/hr,CAD,Annual
sal12399,$60k - $80k,CAD$,Annual
sal12400,Negotiable,$CAD,Annual
sal12401,$60k - $80k,CAD$,Hourly
sal12402,35/hr,USD,Hourly
sal12403,80000 per annum,USD,Hourly
sal12404,$55K to $75K,CAD$,Annual
sal12405,80000 per annum,USD,Annual
sal12406,Negotiable,USD,Hourly
