job_id,job_title,company_id,post_date,job_type,city_location,requirements_id,salary_id
j12143,Database Admin,comp119,08-27-2024,Part-Time,"Vancouver, BC",req12143,sal12143
j12144,Machine Learning Engineer,comp098,2024/09/18,Part-Time,"Calgary, AB",req12144,sal12144
j12145,Database Admin,comp088,2024/05/25,F/T,"Edmonton, AB",req12145,sal12145
j12146,BI Developer,comp191,2024/09/30,F/T,Remote,req12146,sal12146
j12147,BI Developer,comp103,2025/01/13,Contract,"Calgary, AB",req12147,sal12147
j12148,Analytics Manager,comp050,Aug 24 2024,Part-Time,"Calgary, AB",req12148,sal12148
j12149,Data Engineer,comp102,2024/11/15,Internship,Remote,req12149,sal12149
j12150,AI Specialist,comp010,Sep 20 2024,F/T,"Vancouver, BC",req12150,sal12150
j12151,Statistician,comp003,03-07-2025,Internship,"Edmonton, AB",req12151,sal12151
j12152,Data Analyst,comp065,Jan 20 2025,F/T,Remote,req12152,sal12152
j12153,Statistician,comp030,2024/06/24,Part-Time,"Toronto, ON",req12153,sal12153
j12154,Data Scientist,comp182,06-15-2024,Internship,"Vancouver, BC",req12154,sal12154
j12155,Machine Learning Engineer,comp035,02-06-2025,FT,"Calgary, AB",req12155,sal12155
j12156,Statistician,comp084,08-07-2024,F/T,"Calgary, AB",req12156,sal12156
j12157,Machine Learning Engineer,comp172,Nov 18 2024,Full Time,"Toronto, ON",req12157,sal12157
j12158,Analytics Manager,comp192,06-21-2024,F/T,"Ottawa, ON",req12158,sal12158
j12159,Statistician,comp119,2024/10/19,F/T,"Edmonton, AB",req12159,sal12159
j12160,AI Specialist,comp125,2025/01/27,Full Time,"Edmonton, AB",req12160,sal12160
j12161,BI Developer,comp119,Feb 13 2025,Full Time,"Edmonton, AB",req12161,sal12161
j12162,Data Analyst,comp018,2024/10/05,Internship,"Montreal, QC",req12162,sal12162
j12163,Data Engineer,comp022,2024/08/03,Internship,"Ottawa, ON",req12163,sal12163
j12164,Data Scientist,comp141,2024/11/30,Internship,"Calgary, AB",req12164,sal12164
j12165,Analytics Manager,comp169,2025/01/18,FT,"Ottawa, ON",req12165,sal12165
j12166,Database Admin,comp063,Sep 22 2024,Contract,"Montreal, QC",req12166,sal12166
j12167,Data Engineer,comp183,Aug 25 2024,Contract,Remote,req12167,sal12167
j12168,Data Scientist,comp113,2025/02/05,Internship,"Toronto, ON",req12168,sal12168
j12169,Analytics Manager,comp036,12-22-2024,Part-Time,"Toronto, ON",req12169,sal12169
j12170,Database Admin,comp121,Mar 21 2025,Part-Time,"Vancouver, BC",req12170,sal12170
j12171,Machine Learning Engineer,comp072,05-17-2024,Contract,"Vancouver, BC",req12171,sal12171
j12172,Data Scientist,comp042,12-16-2024,Full Time,"Montreal, QC",req12172,sal12172
j12173,Database Admin,comp044,Aug 05 2024,Contract,"Calgary, AB",req12173,sal12173
j12174,Data Engineer,comp005,08-07-2024,Contract,"Edmonton, AB",req12174,sal12174
j12175,Analytics Manager,comp156,May 01 2024,Contract,"Vancouver, BC",req12175,sal12175
j12176,Machine Learning Engineer,comp026,Mar 10 2025,Full Time,"Vancouver, BC",req12176,sal12176
j12177,Database Admin,comp046,01-29-2025,Full Time,"Vancouver, BC",req12177,sal12177
j12178,Database Admin,comp076,2024/04/19,F/T,"Ottawa, ON",req12178,sal12178
j12179,Database Admin,comp032,2024/08/08,Internship,"Edmonton, AB",req12179,sal12179
j12180,Database Admin,comp137,Oct 06 2024,Full Time,"Montreal, QC",req12180,sal12180
j12181,Data Analyst,comp190,09-21-2024,Internship,"Edmonton, AB",req12181,sal12181
j12182,Data Analyst,comp101,2025/02/27,F/T,"Ottawa, ON",req12182,sal12182
j12183,Analytics Manager,comp044,Mar 26 2025,Internship,"Calgary, AB",req12183,sal12183
j12184,AI Specialist,comp020,Oct 08 2024,Internship,"Toronto, ON",req12184,sal12184
j12185,Machine Learning Engineer,comp172,2024/05/12,FT,"Edmonton, AB",req12185,sal12185
j12186,Statistician,comp196,Oct 04 2024,Full Time,"Vancouver, BC",req12186,sal12186
j12187,Machine Learning Engineer,comp003,07-14-2024,Contract,"Montreal, QC",req12187,sal12187
j12188,Database Admin,comp174,05-17-2024,F/T,"Toronto, ON",req12188,sal12188
j12189,Analytics Manager,comp070,May 09 2024,FT,"Calgary, AB",req12189,sal12189
j12190,BI Developer,comp040,Jun 11 2024,F/T,"Vancouver, BC",req12190,sal12190
j12191,Data Engineer,comp113,03-10-2025,Part-Time,"Calgary, AB",req12191,sal12191
j12192,Data Scientist,comp092,2025/01/01,Full Time,"Vancouver, BC",req12192,sal12192
j12193,Data Scientist,comp046,Sep 30 2024,Full Time,"Edmonton, AB",req12193,sal12193
j12194,Data Scientist,comp056,Apr 12 2024,Part-Time,"Montreal, QC",req12194,sal12194
j12195,Database Admin,comp183,02-02-2025,F/T,"Ottawa, ON",req12195,sal12195
j12196,Data Analyst,comp009,08-30-2024,Full Time,"Vancouver, BC",req12196,sal12196
j12197,Machine Learning Engineer,comp173,2025/01/30,Contract,"Calgary, AB",req12197,sal12197
j12198,Data Analyst,comp137,02-03-2025,Full Time,"Montreal, QC",req12198,sal12198
j12199,Data Scientist,comp056,Sep 28 2024,Internship,"Montreal, QC",req12199,sal12199
j12200,Machine Learning Engineer,comp114,03-06-2025,Part-Time,"Toronto, ON",req12200,sal12200
j12201,AI Specialist,comp179,2025/03/22,Part-Time,"Montreal, QC",req12201,sal12201
j12202,Machine Learning Engineer,comp013,01-12-2025,FT,"Edmonton, AB",req12202,sal12202
j12203,Data Engineer,comp163,Apr 05 2024,FT,Remote,req12203,sal12203
j12204,AI Specialist,comp134,Sep 20 2024,Contract,"Calgary, AB",req12204,sal12204
j12205,AI Specialist,comp165,Dec 17 2024,FT,Remote,req12205,sal12205
j12206,Database Admin,comp170,12-13-2024,Part-Time,"Calgary, AB",req12206,sal12206
j12207,Data Engineer,comp184,2025/01/06,Internship,"Calgary, AB",req12207,sal12207
j12208,Data Scientist,comp169,Aug 01 2024,Full Time,"Ottawa, ON",req12208,sal12208
j12209,Statistician,comp027,2024/05/19,Part-Time,"Montreal, QC",req12209,sal12209
j12210,Database Admin,comp100,2025/01/02,Contract,"Montreal, QC",req12210,sal12210
j12211,Database Admin,comp177,Jul 29 2024,Internship,"Edmonton, AB",req12211,sal12211
j12212,Database Admin,comp079,2024/10/03,Part-Time,"Ottawa, ON",req12212,sal12212
j12213,Data Analyst,comp114,11-22-2024,FT,"Edmonton, AB",req12213,sal12213
j12214,BI Developer,comp014,04-22-2024,Internship,"Montreal, QC",req12214,sal12214
j12215,Data Analyst,comp154,2024/10/15,F/T,"Toronto, ON",req12215,sal12215
j12216,Database Admin,comp002,Jun 26 2024,F/T,"Edmonton, AB",req12216,sal12216
j12217,Data Analyst,comp013,2025/03/01,F/T,"Edmonton, AB",req12217,sal12217
j12218,BI Developer,comp198,06-01-2024,F/T,"Vancouver, BC",req12218,sal12218
j12219,Statistician,comp097,Sep 20 2024,Part-Time,"Calgary, AB",req12219,sal12219
j12220,BI Developer,comp197,2025/02/23,Part-Time,"Edmonton, AB",req12220,sal12220
j12221,Statistician,comp052,2025/02/26,Full Time,Remote,req12221,sal12221
j12222,BI Developer,comp064,03-17-2025,Part-Time,"Ottawa, ON",req12222,sal12222
j12223,BI Developer,comp096,2024/07/26,Full Time,"Toronto, ON",req12223,sal12223
j12224,Database Admin,comp062,12-25-2024,Part-Time,"Edmonton, AB",req12224,sal12224
j12225,BI Developer,comp052,2024/07/26,Internship,"Edmonton, AB",req12225,sal12225
j12226,AI Specialist,comp024,03-27-2025,Full Time,Remote,req12226,sal12226
j12227,Data Scientist,comp005,07-15-2024,Full Time,"Edmonton, AB",req12227,sal12227
j12228,BI Developer,comp108,2024/06/05,Contract,"Edmonton, AB",req12228,sal12228
j12229,Analytics Manager,comp008,2024/10/18,Part-Time,"Ottawa, ON",req12229,sal12229
j12230,Data Engineer,comp004,07-27-2024,Full Time,"Ottawa, ON",req12230,sal12230
j12231,Data Engineer,comp087,11-05-2024,Internship,"Toronto, ON",req12231,sal12231
j12232,AI Specialist,comp050,Oct 10 2024,Full Time,"Edmonton, AB",req12232,sal12232
j12233,AI Specialist,comp175,May 01 2024,Internship,Remote,req12233,sal12233
j12234,Data Scientist,comp172,2024/11/12,Full Time,"Vancouver, BC",req12234,sal12234
j12235,Data Scientist,comp017,12-20-2024,Part-Time,"Vancouver, BC",req12235,sal12235
j12236,Statistician,comp057,Oct 29 2024,Contract,"Toronto, ON",req12236,sal12236
j12237,Machine Learning Engineer,comp025,Mar 29 2025,Internship,"Calgary, AB",req12237,sal12237
j12238,Machine Learning Engineer,comp171,10-11-2024,Part-Time,"Edmonton, AB",req12238,sal12238
j12239,AI Specialist,comp043,May 04 2024,Full Time,"Calgary, AB",req12239,sal12239
j12240,Machine Learning Engineer,comp186,Jan 12 2025,Full Time,"Montreal, QC",req12240,sal12240
j12241,BI Developer,comp043,Feb 16 2025,Full Time,"Montreal, QC",req12241,sal12241
j12242,Statistician,comp012,2025/03/18,FT,"Ottawa, ON",req12242,sal12242
j12243,Data Engineer,comp107,Feb 13 2025,Part-Time,"Edmonton, AB",req12243,sal12243
j12244,Database Admin,comp132,10-18-2024,Full Time,Remote,req12244,sal12244
j12245,Data Engineer,comp028,2024/09/22,F/T,Remote,req12245,sal12245
j12246,Machine Learning Engineer,comp084,12-25-2024,FT,"Toronto, ON",req12246,sal12246
j12247,Machine Learning Engineer,comp083,May 20 2024,Part-Time,"Calgary, AB",req12247,sal12247
j12248,Data Analyst,comp144,Feb 23 2025,Full Time,Remote,req12248,sal12248
j12249,Data Analyst,comp161,12-24-2024,Contract,"Montreal, QC",req12249,sal12249
j12250,AI Specialist,comp049,Dec 27 2024,F/T,Remote,req12250,sal12250
j12251,Data Engineer,comp160,12-24-2024,Internship,"Montreal, QC",req12251,sal12251
j12252,Data Scientist,comp054,Mar 30 2025,Part-Time,"Vancouver, BC",req12252,sal12252
j12253,Database Admin,comp139,2024/06/02,Internship,Remote,req12253,sal12253
j12254,Data Scientist,comp102,Feb 23 2025,FT,"Montreal, QC",req12254,sal12254
j12255,Statistician,comp110,Jan 05 2025,Full Time,Remote,req12255,sal12255
j12256,AI Specialist,comp031,Dec 22 2024,F/T,"Ottawa, ON",req12256,sal12256
j12257,Database Admin,comp060,May 21 2024,Contract,"Vancouver, BC",req12257,sal12257
j12258,Data Engineer,comp055,Oct 14 2024,Part-Time,"Edmonton, AB",req12258,sal12258
j12259,BI Developer,comp028,10-11-2024,FT,"Toronto, ON",req12259,sal12259
j12260,Data Scientist,comp092,Jul 05 2024,Contract,"Ottawa, ON",req12260,sal12260
j12261,Data Analyst,comp083,2024/09/24,FT,"Vancouver, BC",req12261,sal12261
j12262,Statistician,comp045,2025/01/14,F/T,Remote,req12262,sal12262
j12263,Database Admin,comp004,Dec 27 2024,F/T,"Montreal, QC",req12263,sal12263
j12264,Data Analyst,comp103,10-20-2024,Internship,"Montreal, QC",req12264,sal12264
j12265,Data Analyst,comp168,03-10-2025,FT,"Vancouver, BC",req12265,sal12265
j12266,Statistician,comp081,2025/01/17,Full Time,"Montreal, QC",req12266,sal12266
j12267,Data Scientist,comp004,Feb 10 2025,F/T,"Toronto, ON",req12267,sal12267
j12268,Data Analyst,comp100,08-18-2024,Internship,"Toronto, ON",req12268,sal12268
j12269,Data Scientist,comp055,11-12-2024,F/T,Remote,req12269,sal12269
j12270,Data Analyst,comp118,01-29-2025,Contract,Remote,req12270,sal12270
j12271,BI Developer,comp057,01-02-2025,Contract,"Vancouver, BC",req12271,sal12271
j12272,Machine Learning Engineer,comp017,Jul 13 2024,Full Time,"Toronto, ON",req12272,sal12272
j12273,BI Developer,comp169,01-08-2025,Part-Time,"Edmonton, AB",req12273,sal12273
j12274,Data Scientist,comp072,Jul 26 2024,Contract,"Edmonton, AB",req12274,sal12274
j12275,Data Scientist,comp167,2025/03/20,FT,"Ottawa, ON",req12275,sal12275
j12276,Analytics Manager,comp160,2024/07/13,F/T,Remote,req12276,sal12276
j12277,Data Scientist,comp095,09-20-2024,F/T,"Calgary, AB",req12277,sal12277
j12278,Machine Learning Engineer,comp012,2024/12/26,Part-Time,"Vancouver, BC",req12278,sal12278
j12279,BI Developer,comp018,07-28-2024,Internship,"Ottawa, ON",req12279,sal12279
j12280,Statistician,comp056,11-03-2024,Full Time,"Calgary, AB",req12280,sal12280
j12281,Analytics Manager,comp106,Nov 01 2024,Full Time,Remote,req12281,sal12281
j12282,Data Engineer,comp078,2024/09/06,Full Time,"Calgary, AB",req12282,sal12282
j12283,AI Specialist,comp197,Oct 30 2024,Full Time,"Toronto, ON",req12283,sal12283
j12284,Database Admin,comp154,09-09-2024,Part-Time,"Ottawa, ON",req12284,sal12284
j12285,Statistician,comp128,Sep 17 2024,Part-Time,"Vancouver, BC",req12285,sal12285
j12286,Database Admin,comp027,11-01-2024,F/T,"Calgary, AB",req12286,sal12286
j12287,Analytics Manager,comp183,12-11-2024,Full Time,"Edmonton, AB",req12287,sal12287
j12288,Data Engineer,comp138,2024/07/10,Part-Time,"Calgary, AB",req12288,sal12288
j12289,Data Engineer,comp146,Oct 02 2024,Internship,"Toronto, ON",req12289,sal12289
j12290,Statistician,comp044,02-10-2025,FT,"Vancouver, BC",req12290,sal12290
j12291,AI Specialist,comp065,2024/10/23,F/T,Remote,req12291,sal12291
j12292,Analytics Manager,comp025,Aug 20 2024,Contract,"Vancouver, BC",req12292,sal12292
j12293,Analytics Manager,comp154,03-18-2025,F/T,"Vancouver, BC",req12293,sal12293
j12294,Data Engineer,comp084,12-15-2024,FT,Remote,req12294,sal12294
j12295,Statistician,comp162,2025/01/25,Contract,"Toronto, ON",req12295,sal12295
j12296,Database Admin,comp179,2025/01/31,Contract,Remote,req12296,sal12296
j12297,Data Analyst,comp100,Aug 04 2024,Contract,"Ottawa, ON",req12297,sal12297
j12298,Machine Learning Engineer,comp174,Sep 28 2024,Part-Time,"Montreal, QC",req12298,sal12298
j12299,Data Analyst,comp198,2024/10/30,Part-Time,Remote,req12299,sal12299
j12300,AI Specialist,comp178,2024/05/13,F/T,"Edmonton, AB",req12300,sal12300
j12301,BI Developer,comp035,2024/07/15,FT,Remote,req12301,sal12301
j12302,Database Admin,comp086,02-09-2025,Internship,"Vancouver, BC",req12302,sal12302
j12303,Data Analyst,comp045,2025/03/10,Part-Time,"Ottawa, ON",req12303,sal12303
j12304,AI Specialist,comp163,04-02-2025,Contract,"Calgary, AB",req12304,sal12304
j12305,BI Developer,comp195,2025/02/22,Internship,"Vancouver, BC",req12305,sal12305
j12306,Data Engineer,comp177,Jun 23 2024,FT,"Toronto, ON",req12306,sal12306
j12307,Analytics Manager,comp082,2024/10/20,F/T,"Vancouver, BC",req12307,sal12307
j12308,BI Developer,comp171,07-09-2024,Internship,"Ottawa, ON",req12308,sal12308
j12309,BI Developer,comp124,2024/12/13,Internship,Remote,req12309,sal12309
j12310,AI Specialist,comp018,Jan 06 2025,Part-Time,"Edmonton, AB",req12310,sal12310
j12311,Data Engineer,comp086,2024/09/30,F/T,"Vancouver, BC",req12311,sal12311
j12312,Machine Learning Engineer,comp005,2024/08/29,Full Time,"Edmonton, AB",req12312,sal12312
j12313,Data Scientist,comp156,Jun 20 2024,Contract,Remote,req12313,sal12313
j12314,Data Engineer,comp150,02-18-2025,Internship,"Montreal, QC",req12314,sal12314
j12315,Data Analyst,comp115,2024/05/05,Contract,"Edmonton, AB",req12315,sal12315
j12316,Database Admin,comp098,May 30 2024,F/T,"Ottawa, ON",req12316,sal12316
j12317,Machine Learning Engineer,comp131,2024/08/29,FT,Remote,req12317,sal12317
j12318,BI Developer,comp164,06-04-2024,Part-Time,"Calgary, AB",req12318,sal12318
j12319,BI Developer,comp190,2025/03/07,Contract,"Calgary, AB",req12319,sal12319
j12320,Statistician,comp060,2024/05/05,Full Time,"Montreal, QC",req12320,sal12320
j12321,Machine Learning Engineer,comp129,02-10-2025,F/T,"Vancouver, BC",req12321,sal12321
j12322,Analytics Manager,comp151,01-13-2025,Internship,"Ottawa, ON",req12322,sal12322
j12323,Machine Learning Engineer,comp181,09-01-2024,FT,"Calgary, AB",req12323,sal12323
j12324,AI Specialist,comp004,Nov 13 2024,Internship,"Toronto, ON",req12324,sal12324
j12325,BI Developer,comp060,2025/03/27,FT,"Montreal, QC",req12325,sal12325
j12326,Analytics Manager,comp006,01-05-2025,Part-Time,"Edmonton, AB",req12326,sal12326
j12327,Statistician,comp158,Dec 17 2024,Part-Time,"Ottawa, ON",req12327,sal12327
j12328,AI Specialist,comp195,08-05-2024,Internship,"Edmonton, AB",req12328,sal12328
j12329,Machine Learning Engineer,comp032,2024/07/19,F/T,"Edmonton, AB",req12329,sal12329
j12330,Database Admin,comp080,06-02-2024,Internship,"Edmonton, AB",req12330,sal12330
j12331,Machine Learning Engineer,comp061,11-20-2024,F/T,"Vancouver, BC",req12331,sal12331
j12332,AI Specialist,comp189,2025/03/05,Internship,"Vancouver, BC",req12332,sal12332
j12333,Data Scientist,comp110,2024/06/18,Part-Time,"Calgary, AB",req12333,sal12333
j12334,Data Scientist,comp194,Apr 26 2024,Internship,"Vancouver, BC",req12334,sal12334
j12335,Data Scientist,comp063,2024/08/28,FT,"Ottawa, ON",req12335,sal12335
j12336,Machine Learning Engineer,comp159,11-02-2024,Internship,"Edmonton, AB",req12336,sal12336
j12337,Data Scientist,comp021,2025/03/25,Part-Time,"Ottawa, ON",req12337,sal12337
j12338,Analytics Manager,comp016,2024/12/29,F/T,"Ottawa, ON",req12338,sal12338
j12339,BI Developer,comp036,Oct 31 2024,Part-Time,"Toronto, ON",req12339,sal12339
j12340,Data Scientist,comp096,2024/10/29,Full Time,"Calgary, AB",req12340,sal12340
j12341,Data Analyst,comp128,2024/05/01,FT,"Ottawa, ON",req12341,sal12341
j12342,AI Specialist,comp076,2025/02/23,Contract,"Montreal, QC",req12342,sal12342
j12343,BI Developer,comp052,Apr 15 2024,F/T,"Toronto, ON",req12343,sal12343
j12344,Data Scientist,comp039,12-27-2024,Internship,"Calgary, AB",req12344,sal12344
j12345,Statistician,comp097,Sep 17 2024,Internship,Remote,req12345,sal12345
j12346,Data Analyst,comp053,06-25-2024,Full Time,"Toronto, ON",req12346,sal12346
j12347,Data Scientist,comp165,11-23-2024,Internship,"Ottawa, ON",req12347,sal12347
j12348,Analytics Manager,comp010,11-08-2024,Part-Time,"Edmonton, AB",req12348,sal12348
j12349,Statistician,comp061,03-15-2025,Full Time,"Montreal, QC",req12349,sal12349
j12350,AI Specialist,comp186,2025/03/20,Full Time,"Ottawa, ON",req12350,sal12350
j12351,Data Engineer,comp154,2024/06/24,FT,"Calgary, AB",req12351,sal12351
j12352,Machine Learning Engineer,comp114,2025/01/19,Full Time,"Toronto, ON",req12352,sal12352
j12353,Database Admin,comp190,11-24-2024,FT,"Edmonton, AB",req12353,sal12353
j12354,Data Analyst,comp085,2025/02/19,Contract,Remote,req12354,sal12354
j12355,BI Developer,comp035,Feb 07 2025,Internship,"Edmonton, AB",req12355,sal12355
j12356,Data Engineer,comp072,2025/02/24,FT,"Edmonton, AB",req12356,sal12356
j12357,Data Scientist,comp082,Apr 18 2024,Full Time,"Toronto, ON",req12357,sal12357
j12358,Data Engineer,comp165,Nov 17 2024,FT,"Ottawa, ON",req12358,sal12358
j12359,Data Engineer,comp195,Apr 28 2024,Part-Time,"Ottawa, ON",req12359,sal12359
j12360,Statistician,comp011,2024/12/15,FT,"Calgary, AB",req12360,sal12360
j12361,BI Developer,comp134,Jun 17 2024,Full Time,"Ottawa, ON",req12361,sal12361
j12362,Data Engineer,comp107,Oct 31 2024,Contract,"Edmonton, AB",req12362,sal12362
j12363,BI Developer,comp166,11-12-2024,F/T,"Ottawa, ON",req12363,sal12363
j12364,Data Engineer,comp074,02-20-2025,Contract,"Ottawa, ON",req12364,sal12364
j12365,Data Scientist,comp193,Mar 30 2025,Internship,"Montreal, QC",req12365,sal12365
j12366,Data Analyst,comp007,2024/12/20,Full Time,"Toronto, ON",req12366,sal12366
j12367,Data Scientist,comp059,2024/10/09,Contract,Remote,req12367,sal12367
j12368,Data Scientist,comp188,01-24-2025,Part-Time,"Vancouver, BC",req12368,sal12368
j12369,Data Scientist,comp085,06-17-2024,Contract,"Toronto, ON",req12369,sal12369
j12370,Data Scientist,comp088,08-07-2024,F/T,"Edmonton, AB",req12370,sal12370
j12371,Analytics Manager,comp063,2024/12/11,FT,"Toronto, ON",req12371,sal12371
j12372,Data Engineer,comp053,07-03-2024,Contract,Remote,req12372,sal12372
j12373,Data Analyst,comp139,2024/07/17,Part-Time,"Montreal, QC",req12373,sal12373
j12374,Analytics Manager,comp014,2024/12/23,Contract,"Vancouver, BC",req12374,sal12374
j12375,Database Admin,comp171,2025/01/10,F/T,"Edmonton, AB",req12375,sal12375
j12376,Analytics Manager,comp064,2024/08/14,Part-Time,"Calgary, AB",req12376,sal12376
j12377,Data Analyst,comp176,Jan 20 2025,Contract,"Calgary, AB",req12377,sal12377
j12378,Data Scientist,comp179,Oct 18 2024,Part-Time,"Vancouver, BC",req12378,sal12378
j12379,AI Specialist,comp185,04-20-2024,F/T,Remote,req12379,sal12379
j12380,Analytics Manager,comp057,2025/02/15,Full Time,"Toronto, ON",req12380,sal12380
j12381,Data Scientist,comp156,10-15-2024,F/T,"Calgary, AB",req12381,sal12381
j12382,Machine Learning Engineer,comp098,2024/05/07,Internship,"Montreal, QC",req12382,sal12382
j12383,Analytics Manager,comp134,2024/11/11,FT,"Calgary, AB",req12383,sal12383
j12384,Data Engineer,comp083,Jan 13 2025,Full Time,Remote,req12384,sal12384
j12385,Statistician,comp047,08-06-2024,Full Time,Remote,req12385,sal12385
j12386,AI Specialist,comp114,Nov 24 2024,Full Time,"Edmonton, AB",req12386,sal12386
j12387,Data Analyst,comp162,Sep 01 2024,Contract,"Ottawa, ON",req12387,sal12387
j12388,Statistician,comp002,2024/10/15,Full Time,"Calgary, AB",req12388,sal12388
j12389,Analytics Manager,comp017,2024/11/09,FT,"Ottawa, ON",req12389,sal12389
j12390,Machine Learning Engineer,comp126,2024/06/11,Part-Time,"Vancouver, BC",req12390,sal12390
j12391,Data Scientist,comp018,2024/09/23,Full Time,"Edmonton, AB",req12391,sal12391
j12392,Data Engineer,comp050,Mar 03 2025,Internship,"Calgary, AB",req12392,sal12392
j12393,Data Scientist,comp014,08-16-2024,Internship,"Montreal, QC",req12393,sal12393
j12394,AI Specialist,comp163,Jan 04 2025,Contract,"Calgary, AB",req12394,sal12394
j12395,Data Engineer,comp037,2024/09/14,Full Time,Remote,req12395,sal12395
j12396,Database Admin,comp053,02-26-2025,F/T,"Toronto, ON",req12396,sal12396
j12397,BI Developer,comp033,2024/12/28,Part-Time,"Toronto, ON",req12397,sal12397
j12398,BI Developer,comp024,2024/05/30,FT,"Ottawa, ON",req12398,sal12398
j12399,Data Analyst,comp045,Jan 15 2025,FT,"Calgary, AB",req12399,sal12399
j12400,Data Engineer,comp152,Jun 02 2024,Full Time,"Edmonton, AB",req12400,sal12400
j12401,BI Developer,comp141,2024/08/21,Full Time,"Ottawa, ON",req12401,sal12401
j12402,BI Developer,comp053,2024/05/13,Contract,Remote,req12402,sal12402
j12403,Machine Learning Engineer,comp061,Jun 09 2024,Part-Time,"Toronto, ON",req12403,sal12403
j12404,Analytics Manager,comp130,Aug 24 2024,F/T,"Vancouver, BC",req12404,sal12404
j12405,Data Scientist,comp021,10-22-2024,F/T,"Calgary, AB",req12405,sal12405
j12406,Analytics Manager,comp110,2025/02/11,Internship,"Calgary, AB",req12406,sal12406
j12407,Data Analyst,comp186,2024/06/15,Full Time,Remote,req12407,sal12407
j12408,Machine Learning Engineer,comp120,08-12-2024,Full Time,"Edmonton, AB",req12408,sal12408
j12409,Machine Learning Engineer,comp080,2024/12/11,Full Time,"Montreal, QC",req12409,sal12409
j12410,BI Developer,comp043,2024/07/24,Full Time,"Edmonton, AB",req12410,sal12410
j12411,Analytics Manager,comp185,Mar 12 2025,Full Time,"Toronto, ON",req12411,sal12411
j12412,Data Analyst,comp051,07-01-2024,FT,"Calgary, AB",req12412,sal12412
j12413,Statistician,comp063,05-25-2024,FT,"Calgary, AB",req12413,sal12413
j12414,AI Specialist,comp109,02-01-2025,F/T,"Montreal, QC",req12414,sal12414
j12415,Database Admin,comp046,Oct 04 2024,Part-Time,Remote,req12415,sal12415
j12416,AI Specialist,comp156,May 22 2024,F/T,Remote,req12416,sal12416
j12417,Database Admin,comp064,06-07-2024,F/T,"Montreal, QC",req12417,sal12417
j12418,Data Scientist,comp078,07-27-2024,FT,"Edmonton, AB",req12418,sal12418
j12419,Statistician,comp074,2024/07/27,Internship,"Edmonton, AB",req12419,sal12419
j12420,Data Engineer,comp148,2024/12/11,Part-Time,"Edmonton, AB",req12420,sal12420
j12421,Data Analyst,comp115,May 08 2024,Internship,"Edmonton, AB",req12421,sal12421
j12422,Data Analyst,comp163,05-27-2024,Part-Time,"Vancouver, BC",req12422,sal12422
j12423,Data Scientist,comp052,2024/11/11,Internship,"Vancouver, BC",req12423,sal12423
j12424,Statistician,comp070,01-04-2025,Full Time,"Edmonton, AB",req12424,sal12424
j12425,Analytics Manager,comp124,2024/12/20,Internship,"Toronto, ON",req12425,sal12425
j12426,Data Engineer,comp021,11-11-2024,FT,"Calgary, AB",req12426,sal12426
j12427,Data Engineer,comp093,Mar 29 2025,F/T,"Ottawa, ON",req12427,sal12427
j12428,Data Scientist,comp102,Sep 03 2024,FT,"Vancouver, BC",req12428,sal12428
j12429,BI Developer,comp097,2024/06/24,F/T,"Calgary, AB",req12429,sal12429
j12430,Database Admin,comp043,04-23-2024,FT,"Toronto, ON",req12430,sal12430
j12431,Data Engineer,comp121,07-02-2024,Full Time,"Montreal, QC",req12431,sal12431
j12432,Database Admin,comp113,2025/03/16,Internship,"Edmonton, AB",req12432,sal12432
j12433,Analytics Manager,comp109,2024/11/10,F/T,"Toronto, ON",req12433,sal12433
j12434,AI Specialist,comp130,Jan 27 2025,FT,"Montreal, QC",req12434,sal12434
j12435,Machine Learning Engineer,comp157,Feb 13 2025,Internship,"Ottawa, ON",req12435,sal12435
j12436,Data Analyst,comp189,2025/01/18,Internship,"Toronto, ON",req12436,sal12436
j12437,Analytics Manager,comp111,2024/08/26,Internship,"Edmonton, AB",req12437,sal12437
j12438,Data Analyst,comp195,06-30-2024,Internship,Remote,req12438,sal12438
j12439,AI Specialist,comp040,10-23-2024,Part-Time,Remote,req12439,sal12439
j12440,Machine Learning Engineer,comp124,2024/04/13,F/T,"Montreal, QC",req12440,sal12440
j12441,BI Developer,comp006,2025/01/05,FT,"Calgary, AB",req12441,sal12441
j12442,Data Engineer,comp196,01-25-2025,Internship,Remote,req12442,sal12442
j12443,Database Admin,comp098,Apr 24 2024,Part-Time,"Vancouver, BC",req12443,sal12443
j12444,BI Developer,comp110,2024/08/26,F/T,"Vancouver, BC",req12444,sal12444
j12445,Statistician,comp022,2024/11/12,Part-Time,"Vancouver, BC",req12445,sal12445
j12446,Data Scientist,comp195,Jul 13 2024,F/T,"Vancouver, BC",req12446,sal12446
j12447,Data Analyst,comp077,2024/05/21,F/T,"Edmonton, AB",req12447,sal12447
j12448,BI Developer,comp153,Dec 12 2024,Part-Time,Remote,req12448,sal12448
j12449,Database Admin,comp138,10-11-2024,FT,"Ottawa, ON",req12449,sal12449
j12450,BI Developer,comp040,Feb 18 2025,F/T,"Vancouver, BC",req12450,sal12450
j12451,Database Admin,comp142,Sep 24 2024,Part-Time,"Toronto, ON",req12451,sal12451
j12452,Data Analyst,comp187,10-12-2024,Full Time,"Calgary, AB",req12452,sal12452
j12453,Analytics Manager,comp045,2024/07/10,FT,"Calgary, AB",req12453,sal12453
