credit_history_id,borrower_id,account_type,account_age_months,credit_limit,balance_owed,payment_history_score,num_late_payments,num_derogatory_marks,inquiry_last_6months
CH000833,B0197,Auto Loan,40,25000,27714,Excellent,1,1,7
CH000834,B0197,Personal Loan,204,5000,20967,Excellent,0,2,4
CH000835,B0197,Personal Loan,46,2500,16901,Good,2,0,0
CH000836,B0198,Student Loan,191,5000,23820,Good,0,0,1
CH000837,B0199,Auto Loan,210,5000,570,Fair,0,0,5
CH000838,B0199,Student Loan,10,50000,28433,Fair,0,0,4
CH000839,B0199,Personal Loan,33,2500,2049,Excellent,3,0,7
CH000840,B0199,Auto Loan,237,15000,1910,Fair,0,0,1
CH000841,B0199,Credit Card,13,2500,12814,Fair,0,1,2
CH000842,B0199,Personal Loan,54,2500,10257,Good,0,0,0
CH000843,B0200,Personal Loan,57,10000,18857,Good,0,0,6
CH000844,B0200,Credit Card,145,15000,3659,Excellent,0,0,6
CH000845,B0200,Credit Card,143,10000,1358,Excellent,1,0,0
CH000846,B0201,Student Loan,103,50000,9552,Fair,0,1,4
CH000847,B0201,Auto Loan,169,15000,4192,Excellent,3,0,4
CH000848,B0202,Mortgage,74,2500,24232,Fair,3,0,1
CH000849,B0202,Mortgage,73,5000,2778,Good,2,0,1
CH000850,B0202,Credit Card,143,25000,24295,Poor,0,0,5
CH000851,B0203,Credit Card,50,5000,4007,Fair,2,0,2
CH000852,B0203,Auto Loan,47,15000,3354,Good,0,1,6
CH000853,B0203,Personal Loan,151,25000,26766,Fair,0,1,3
CH000854,B0203,Student Loan,172,5000,16543,Good,0,1,2
CH000855,B0203,Student Loan,102,5000,17954,Excellent,0,1,6
CH000856,B0203,Credit Card,151,2500,12939,Fair,0,0,5
CH000857,B0204,Personal Loan,164,10000,5272,Excellent,0,0,0
CH000858,B0204,Student Loan,169,2500,25666,Fair,0,3,5
CH000859,B0204,Mortgage,181,1000,29355,Excellent,0,0,7
CH000860,B0205,Credit Card,76,25000,15076,Good,1,1,3
CH000861,B0205,Credit Card,182,10000,26245,Excellent,0,1,1
CH000862,B0205,Credit Card,109,5000,14659,Good,1,0,5
CH000863,B0206,Student Loan,123,50000,26597,Good,5,1,4
CH000864,B0206,Credit Card,228,5000,16481,Poor,5,3,3
CH000865,B0206,Mortgage,207,25000,2223,Fair,1,1,1
CH000866,B0207,Mortgage,69,10000,18962,Excellent,3,0,3
CH000867,B0207,Auto Loan,122,50000,1949,Excellent,0,1,5
CH000868,B0207,Auto Loan,126,25000,10033,Excellent,3,0,1
CH000869,B0207,Mortgage,185,15000,1071,Good,2,0,7
CH000870,B0208,Credit Card,97,2500,25312,Excellent,2,0,7
CH000871,B0208,Student Loan,114,5000,9883,Excellent,0,0,5
CH000872,B0208,Personal Loan,159,10000,26230,Good,0,0,3
CH000873,B0208,Mortgage,63,5000,27126,Poor,0,0,2
CH000874,B0208,Student Loan,45,5000,5249,Poor,1,0,6
CH000875,B0209,Auto Loan,217,2500,21457,Good,0,2,7
CH000876,B0209,Mortgage,224,50000,29477,Excellent,0,2,6
CH000877,B0209,Credit Card,174,10000,15477,Good,1,0,1
CH000878,B0209,Mortgage,98,25000,27264,Excellent,0,0,6
CH000879,B0209,Credit Card,148,15000,16670,Good,0,0,2
CH000880,B0209,Personal Loan,64,2500,24532,Poor,0,1,7
CH000881,B0210,Personal Loan,65,10000,21941,Excellent,0,1,3
CH000882,B0211,Auto Loan,76,50000,29639,Good,1,0,3
CH000883,B0211,Credit Card,8,25000,862,Good,1,1,6
CH000884,B0211,Auto Loan,112,2500,27780,Good,0,0,6
CH000885,B0211,Mortgage,217,2500,15419,Good,1,0,1
CH000886,B0211,Credit Card,83,10000,25135,Excellent,0,0,0
CH000887,B0211,Student Loan,34,10000,27292,Good,0,1,6
CH000888,B0212,Personal Loan,73,25000,27881,Good,3,0,6
CH000889,B0213,Personal Loan,106,15000,1421,Poor,3,2,1
CH000890,B0214,Auto Loan,191,10000,26092,Excellent,3,0,0
CH000891,B0214,Auto Loan,152,50000,6097,Excellent,0,0,7
CH000892,B0214,Personal Loan,117,50000,8775,Fair,0,0,5
CH000893,B0214,Auto Loan,231,5000,9886,Poor,0,0,6
CH000894,B0215,Student Loan,202,10000,17290,Good,0,0,6
CH000895,B0215,Credit Card,180,25000,22799,Excellent,3,0,0
CH000896,B0215,Credit Card,64,25000,21183,Good,2,0,1
CH000897,B0215,Auto Loan,182,15000,18732,Excellent,5,2,6
CH000898,B0215,Personal Loan,149,25000,22141,Good,0,2,5
CH000899,B0215,Mortgage,195,5000,2640,Fair,0,2,6
CH000900,B0215,Auto Loan,176,2500,7958,Excellent,1,0,7
CH000901,B0216,Auto Loan,171,10000,8619,Good,1,0,1
CH000902,B0216,Auto Loan,117,2500,19954,Fair,0,0,1
CH000903,B0216,Student Loan,134,5000,11663,Good,2,1,4
CH000904,B0216,Credit Card,231,1000,10584,Fair,0,0,7
CH000905,B0216,Personal Loan,209,50000,14316,Good,2,1,3
CH000906,B0216,Credit Card,32,5000,28465,Excellent,0,0,0
CH000907,B0216,Auto Loan,40,5000,14309,Excellent,0,0,7
CH000908,B0217,Credit Card,220,1000,19428,Poor,2,0,6
CH000909,B0217,Student Loan,158,10000,27192,Fair,3,1,1
CH000910,B0217,Student Loan,123,25000,28273,Fair,3,0,5
CH000911,B0217,Student Loan,131,1000,29433,Fair,0,0,5
CH000912,B0217,Auto Loan,129,5000,11329,Excellent,0,0,5
CH000913,B0217,Auto Loan,33,10000,14985,Excellent,5,1,3
CH000914,B0217,Credit Card,169,15000,18779,Excellent,0,0,2
CH000915,B0218,Mortgage,123,10000,27574,Excellent,2,0,0
CH000916,B0218,Credit Card,51,1000,11712,Good,5,1,2
CH000917,B0218,Credit Card,8,10000,15586,Poor,0,0,6
CH000918,B0218,Personal Loan,63,15000,27247,Good,0,0,6
CH000919,B0218,Mortgage,79,1000,24788,Good,0,0,7
CH000920,B0218,Mortgage,39,25000,7139,Good,0,0,7
CH000921,B0219,Mortgage,109,15000,15580,Fair,0,0,2
CH000922,B0219,Personal Loan,91,50000,16588,Good,3,0,4
CH000923,B0220,Credit Card,16,2500,21226,Good,5,0,3
CH000924,B0220,Student Loan,164,50000,21511,Excellent,3,0,5
CH000925,B0220,Credit Card,207,10000,27725,Good,0,0,0
CH000926,B0220,Student Loan,103,1000,14850,Good,0,3,6
CH000927,B0221,Student Loan,226,5000,15921,Good,2,0,7
CH000928,B0222,Auto Loan,158,5000,22951,Excellent,1,0,4
CH000929,B0222,Student Loan,54,5000,11240,Fair,2,1,4
CH000930,B0222,Personal Loan,117,50000,29423,Excellent,0,1,4
CH000931,B0223,Personal Loan,53,50000,8484,Excellent,1,0,6
CH000932,B0223,Credit Card,172,2500,25381,Excellent,3,0,7
CH000933,B0224,Student Loan,149,1000,29777,Fair,0,2,0
CH000934,B0225,Personal Loan,23,25000,27276,Excellent,0,0,0
CH000935,B0225,Mortgage,36,5000,20122,Poor,2,3,0
CH000936,B0225,Credit Card,24,15000,20776,Good,0,0,0
CH000937,B0225,Student Loan,158,2500,4711,Good,0,0,6
CH000938,B0225,Mortgage,11,5000,9924,Good,0,0,1
CH000939,B0226,Student Loan,151,1000,17778,Excellent,1,0,2
CH000940,B0226,Auto Loan,221,15000,711,Excellent,5,0,2
CH000941,B0226,Credit Card,130,15000,13570,Excellent,0,0,4
CH000942,B0226,Mortgage,197,10000,16260,Good,0,0,7
CH000943,B0226,Auto Loan,64,5000,16346,Good,0,0,6
CH000944,B0226,Personal Loan,126,10000,21986,Poor,3,1,4
CH000945,B0226,Credit Card,175,50000,9864,Good,1,2,1
CH000946,B0227,Auto Loan,179,25000,23620,Excellent,1,0,1
CH000947,B0227,Personal Loan,111,50000,7597,Excellent,0,0,2
CH000948,B0227,Personal Loan,126,5000,8361,Excellent,0,0,0
CH000949,B0227,Student Loan,74,5000,1325,Good,0,0,4
CH000950,B0227,Auto Loan,158,25000,9594,Fair,0,2,5
CH000951,B0227,Student Loan,118,50000,20900,Excellent,1,0,4
CH000952,B0228,Credit Card,140,50000,4373,Fair,0,1,0
CH000953,B0229,Auto Loan,55,10000,26236,Good,0,2,1
CH000954,B0229,Mortgage,110,50000,26431,Excellent,0,0,6
CH000955,B0230,Personal Loan,221,2500,1744,Good,1,0,2
CH000956,B0230,Auto Loan,89,25000,28647,Good,0,3,1
CH000957,B0231,Student Loan,235,15000,24140,Excellent,0,0,3
CH000958,B0231,Credit Card,55,50000,29039,Excellent,0,0,4
CH000959,B0232,Credit Card,225,2500,15244,Fair,0,0,2
CH000960,B0233,Personal Loan,136,2500,21162,Excellent,0,0,4
CH000961,B0233,Student Loan,29,25000,12453,Excellent,0,0,4
CH000962,B0233,Mortgage,66,25000,10049,Excellent,0,0,6
CH000963,B0233,Student Loan,28,10000,11687,Excellent,0,0,4
CH000964,B0234,Credit Card,27,1000,18637,Good,0,1,5
CH000965,B0234,Student Loan,232,25000,4803,Fair,0,0,2
CH000966,B0234,Mortgage,176,15000,6798,Excellent,0,0,0
CH000967,B0234,Mortgage,157,2500,11336,Fair,0,1,6
CH000968,B0235,Auto Loan,239,50000,15378,Fair,1,0,2
CH000969,B0235,Credit Card,151,1000,2369,Good,0,1,7
CH000970,B0235,Personal Loan,61,50000,16803,Poor,2,3,1
CH000971,B0236,Personal Loan,222,25000,20276,Excellent,0,0,2
CH000972,B0236,Credit Card,35,2500,3549,Fair,2,0,3
CH000973,B0236,Personal Loan,25,1000,6751,Good,0,0,2
CH000974,B0236,Mortgage,48,5000,15563,Excellent,2,1,4
CH000975,B0236,Credit Card,145,25000,16661,Fair,2,0,3
CH000976,B0236,Mortgage,115,5000,21116,Fair,0,2,3
CH000977,B0236,Credit Card,177,5000,5037,Good,0,0,3
CH000978,B0237,Mortgage,189,1000,16444,Poor,0,0,2
CH000979,B0238,Credit Card,88,5000,29217,Excellent,0,0,2
CH000980,B0238,Personal Loan,174,50000,24730,Excellent,0,1,1
CH000981,B0238,Student Loan,15,5000,15399,Fair,0,0,3
CH000982,B0238,Student Loan,78,5000,21703,Excellent,0,1,6
CH000983,B0238,Auto Loan,30,10000,9977,Fair,0,0,3
CH000984,B0238,Mortgage,116,10000,26099,Fair,0,1,0
CH000985,B0238,Mortgage,127,10000,13872,Fair,0,2,2
CH000986,B0239,Mortgage,150,2500,13432,Good,2,1,0
CH000987,B0239,Credit Card,124,25000,29946,Good,1,0,0
CH000988,B0239,Student Loan,120,50000,6144,Excellent,1,1,2
CH000989,B0239,Credit Card,146,50000,12424,Excellent,2,0,6
CH000990,B0239,Auto Loan,6,25000,1759,Fair,2,0,0
CH000991,B0240,Auto Loan,58,5000,114,Good,0,0,6
CH000992,B0240,Personal Loan,178,5000,19399,Good,3,0,0
CH000993,B0241,Credit Card,53,2500,23005,Fair,0,0,2
CH000994,B0241,Student Loan,121,2500,20553,Excellent,0,0,1
CH000995,B0241,Personal Loan,169,50000,14322,Fair,0,1,7
CH000996,B0241,Auto Loan,96,2500,22612,Fair,0,2,2
CH000997,B0241,Credit Card,121,25000,1031,Good,0,0,7
CH000998,B0242,Mortgage,189,1000,23267,Excellent,0,0,6
CH000999,B0242,Personal Loan,233,50000,22545,Good,0,0,7
CH001000,B0242,Credit Card,168,15000,26379,Good,0,0,0
CH001001,B0243,Credit Card,117,10000,3817,Excellent,0,3,2
CH001002,B0243,Student Loan,186,50000,21151,Fair,1,1,6
CH001003,B0243,Auto Loan,37,15000,22593,Fair,0,0,5
CH001004,B0244,Mortgage,188,50000,1156,Excellent,2,1,2
CH001005,B0245,Credit Card,163,1000,10242,Excellent,0,1,6
CH001006,B0246,Student Loan,94,15000,7458,Excellent,1,3,6
CH001007,B0246,Student Loan,194,10000,16080,Good,0,1,1
CH001008,B0246,Mortgage,176,2500,16167,Good,2,0,7
CH001009,B0246,Student Loan,46,10000,9756,Excellent,1,0,0
CH001010,B0247,Auto Loan,234,25000,27782,Poor,0,0,5
CH001011,B0247,Auto Loan,218,50000,2108,Excellent,0,0,7
CH001012,B0247,Personal Loan,237,2500,15029,Good,0,0,0
CH001013,B0247,Auto Loan,181,5000,13854,Good,0,1,2
CH001014,B0247,Personal Loan,233,50000,14719,Fair,0,0,7
CH001015,B0248,Mortgage,179,50000,31,Good,1,0,6
CH001016,B0248,Student Loan,90,10000,65,Good,1,0,6
CH001017,B0249,Auto Loan,78,50000,23069,Excellent,10,0,6
CH001018,B0249,Personal Loan,52,15000,7018,Excellent,2,0,7
CH001019,B0249,Auto Loan,65,25000,22073,Good,0,1,4
CH001020,B0249,Student Loan,101,15000,15295,Good,0,0,6
CH001021,B0249,Mortgage,42,5000,14136,Fair,0,0,5
CH001022,B0249,Student Loan,107,2500,18,Good,0,0,2
CH001023,B0250,Student Loan,53,50000,28689,Poor,0,0,0
CH001024,B0250,Personal Loan,13,1000,25917,Poor,0,3,6
CH001025,B0250,Credit Card,182,5000,22501,Excellent,0,0,1
CH001026,B0250,Student Loan,230,5000,5442,Poor,3,0,5
CH001027,B0250,Personal Loan,16,10000,15829,Good,0,0,2
CH001028,B0250,Personal Loan,97,25000,11018,Good,0,3,7
CH001029,B0251,Credit Card,80,15000,16832,Good,0,1,0
CH001030,B0251,Personal Loan,234,50000,15357,Excellent,0,1,1
CH001031,B0251,Mortgage,106,10000,1069,Fair,0,0,7
CH001032,B0251,Credit Card,39,15000,7944,Fair,0,0,5
CH001033,B0251,Credit Card,157,15000,11255,Excellent,0,1,5
CH001034,B0251,Auto Loan,215,10000,9122,Fair,2,0,5
CH001035,B0252,Student Loan,162,25000,16110,Excellent,0,3,7
CH001036,B0252,Credit Card,146,5000,6545,Excellent,0,0,6
CH001037,B0252,Auto Loan,122,25000,25059,Good,10,0,4
CH001038,B0252,Auto Loan,190,10000,14986,Poor,2,0,2
CH001039,B0253,Student Loan,119,5000,9108,Good,0,0,0
CH001040,B0253,Student Loan,190,1000,10206,Excellent,0,0,6
CH001041,B0253,Auto Loan,208,2500,5387,Good,0,2,2
CH001042,B0253,Auto Loan,145,15000,5447,Fair,0,0,4
CH001043,B0253,Personal Loan,81,5000,16129,Good,0,0,7
CH001044,B0253,Personal Loan,182,1000,799,Excellent,1,0,4
CH001045,B0253,Student Loan,133,15000,10790,Fair,0,0,0
CH001046,B0254,Auto Loan,196,2500,26290,Good,2,0,4
CH001047,B0254,Auto Loan,18,25000,29342,Excellent,5,0,7
CH001048,B0254,Student Loan,45,15000,12621,Good,1,0,7
CH001049,B0254,Student Loan,223,1000,14656,Poor,0,0,1
CH001050,B0254,Auto Loan,117,5000,21408,Good,1,0,1
CH001051,B0255,Student Loan,73,15000,448,Excellent,3,0,6
CH001052,B0255,Auto Loan,185,10000,24960,Fair,0,0,0
CH001053,B0256,Auto Loan,147,25000,17606,Excellent,0,0,7
CH001054,B0256,Auto Loan,172,5000,9069,Excellent,2,0,6
CH001055,B0256,Personal Loan,77,25000,15548,Excellent,0,2,7
CH001056,B0257,Student Loan,79,50000,14477,Good,0,0,0
CH001057,B0257,Student Loan,208,2500,28971,Excellent,0,0,2
CH001058,B0258,Auto Loan,167,25000,14332,Poor,3,0,6
CH001059,B0258,Personal Loan,196,15000,25647,Excellent,0,0,7
CH001060,B0258,Personal Loan,185,25000,12952,Good,3,2,4
CH001061,B0258,Auto Loan,165,15000,20764,Good,0,0,4
CH001062,B0258,Auto Loan,107,25000,15185,Fair,1,1,1
CH001063,B0259,Student Loan,128,50000,6516,Poor,5,1,7
CH001064,B0259,Mortgage,142,25000,16439,Good,0,0,5
CH001065,B0259,Personal Loan,85,2500,29048,Good,0,0,5
CH001066,B0259,Mortgage,185,25000,15844,Poor,0,0,6
CH001067,B0260,Auto Loan,115,10000,7782,Good,5,0,3
CH001068,B0260,Credit Card,51,1000,19995,Good,1,2,4
CH001069,B0260,Auto Loan,136,5000,3236,Fair,1,0,0
CH001070,B0260,Student Loan,91,15000,17545,Good,0,0,0
CH001071,B0260,Personal Loan,193,50000,13107,Good,0,1,2
CH001072,B0261,Auto Loan,92,50000,17528,Excellent,1,1,3
CH001073,B0262,Personal Loan,230,2500,11526,Fair,1,3,3
CH001074,B0262,Mortgage,216,50000,12449,Poor,0,2,7
CH001075,B0263,Mortgage,161,10000,19803,Fair,2,1,0
CH001076,B0263,Student Loan,67,10000,1689,Good,1,0,4
CH001077,B0264,Credit Card,103,2500,10548,Fair,0,1,5
CH001078,B0265,Mortgage,100,2500,14530,Excellent,0,0,0
CH001079,B0265,Student Loan,12,15000,27617,Good,3,0,2
CH001080,B0265,Mortgage,192,50000,21551,Fair,1,1,0
CH001081,B0265,Mortgage,187,15000,8848,Excellent,0,1,0
CH001082,B0265,Mortgage,173,25000,20143,Excellent,0,0,7
CH001083,B0265,Auto Loan,54,50000,2205,Excellent,0,0,4
CH001084,B0266,Credit Card,33,5000,15058,Fair,0,0,3
CH001085,B0266,Credit Card,125,1000,9368,Excellent,0,2,1
CH001086,B0267,Auto Loan,225,50000,16543,Excellent,0,0,5
CH001087,B0267,Personal Loan,189,10000,27563,Fair,0,0,1
CH001088,B0267,Auto Loan,23,15000,7260,Poor,0,0,5
CH001089,B0267,Student Loan,6,5000,12598,Fair,2,0,3
CH001090,B0267,Personal Loan,115,10000,13145,Good,1,0,1
CH001091,B0267,Student Loan,148,1000,16692,Good,0,0,3
CH001092,B0267,Personal Loan,140,50000,13901,Good,0,0,5
CH001093,B0268,Student Loan,213,5000,4053,Good,3,0,5
CH001094,B0268,Personal Loan,200,25000,7313,Fair,2,0,3
CH001095,B0268,Student Loan,60,50000,10815,Excellent,0,0,7
CH001096,B0268,Credit Card,86,15000,18813,Good,0,0,5
CH001097,B0268,Credit Card,73,50000,21524,Excellent,1,1,4
CH001098,B0268,Mortgage,107,25000,22987,Good,0,1,6
CH001099,B0269,Student Loan,173,1000,12996,Fair,0,0,2
CH001100,B0269,Auto Loan,154,10000,15040,Fair,2,1,5
CH001101,B0269,Auto Loan,33,2500,7641,Good,0,0,6
CH001102,B0270,Personal Loan,187,50000,25757,Good,2,0,7
CH001103,B0270,Mortgage,234,50000,12359,Fair,3,0,2
CH001104,B0270,Credit Card,51,1000,21157,Poor,1,0,1
CH001105,B0270,Auto Loan,29,50000,25499,Fair,0,2,5
CH001106,B0270,Mortgage,92,25000,27551,Excellent,1,0,4
CH001107,B0270,Credit Card,38,5000,19875,Poor,0,1,0
CH001108,B0271,Credit Card,80,1000,12822,Poor,1,0,6
CH001109,B0271,Credit Card,103,2500,22481,Excellent,3,0,5
CH001110,B0271,Student Loan,37,2500,2794,Poor,0,0,2
CH001111,B0272,Auto Loan,108,1000,9850,Excellent,0,0,0
CH001112,B0272,Mortgage,24,2500,24886,Excellent,0,0,5
CH001113,B0272,Mortgage,218,1000,17985,Good,0,0,6
CH001114,B0272,Student Loan,26,5000,19885,Fair,0,0,7
CH001115,B0273,Auto Loan,6,2500,8192,Excellent,0,0,3
CH001116,B0273,Auto Loan,93,2500,5279,Excellent,1,0,0
CH001117,B0273,Student Loan,33,50000,25908,Good,0,2,5
CH001118,B0274,Student Loan,39,2500,26639,Excellent,3,0,7
CH001119,B0274,Student Loan,117,25000,21331,Excellent,1,0,2
CH001120,B0274,Auto Loan,116,2500,14391,Good,0,0,4
CH001121,B0274,Personal Loan,93,50000,4442,Excellent,1,0,7
CH001122,B0274,Mortgage,212,50000,22828,Excellent,1,1,2
CH001123,B0274,Personal Loan,199,10000,25046,Good,0,1,1
CH001124,B0274,Credit Card,72,10000,9133,Excellent,3,0,4
CH001125,B0275,Auto Loan,122,1000,8573,Excellent,0,0,1
CH001126,B0275,Credit Card,185,2500,28521,Good,2,0,6
CH001127,B0276,Auto Loan,141,5000,7750,Excellent,0,0,1
CH001128,B0277,Mortgage,7,2500,3260,Poor,1,0,2
CH001129,B0277,Credit Card,202,10000,3237,Excellent,0,0,0
CH001130,B0277,Auto Loan,95,5000,27944,Good,0,0,4
CH001131,B0277,Personal Loan,123,15000,24222,Excellent,1,0,4
CH001132,B0277,Auto Loan,104,15000,6546,Excellent,0,0,5
CH001133,B0277,Mortgage,126,50000,18595,Good,2,1,1
CH001134,B0278,Auto Loan,213,5000,9092,Good,0,0,4
CH001135,B0278,Student Loan,24,50000,10219,Excellent,0,0,6
CH001136,B0278,Personal Loan,151,50000,27008,Good,5,0,5
CH001137,B0278,Mortgage,27,50000,28028,Fair,3,0,4
CH001138,B0278,Student Loan,92,25000,10567,Good,0,0,6
CH001139,B0278,Personal Loan,192,10000,972,Good,10,0,0
CH001140,B0278,Credit Card,81,15000,7818,Good,2,0,4
CH001141,B0279,Auto Loan,36,50000,22307,Excellent,2,0,0
CH001142,B0279,Credit Card,76,2500,26135,Poor,0,2,7
CH001143,B0279,Personal Loan,165,5000,10614,Excellent,1,2,2
CH001144,B0279,Student Loan,13,2500,29154,Good,1,0,4
CH001145,B0279,Personal Loan,178,5000,29665,Fair,3,1,6
CH001146,B0279,Personal Loan,126,2500,29935,Fair,0,0,5
CH001147,B0280,Personal Loan,230,15000,10420,Poor,1,0,1
CH001148,B0280,Credit Card,31,5000,867,Good,2,0,1
CH001149,B0280,Credit Card,49,1000,12189,Excellent,1,1,5
CH001150,B0280,Auto Loan,25,5000,24789,Good,2,0,5
CH001151,B0280,Credit Card,161,2500,4574,Good,0,0,1
CH001152,B0281,Personal Loan,112,5000,20874,Good,0,1,4
CH001153,B0281,Credit Card,78,1000,11540,Fair,1,0,6
CH001154,B0281,Student Loan,41,15000,7347,Excellent,1,0,0
CH001155,B0281,Student Loan,222,1000,27584,Fair,0,0,7
CH001156,B0281,Auto Loan,191,2500,3457,Excellent,0,0,5
CH001157,B0281,Mortgage,111,1000,18563,Fair,0,0,7
CH001158,B0281,Mortgage,30,10000,24070,Good,0,0,2
CH001159,B0282,Credit Card,139,10000,4486,Good,0,0,6
CH001160,B0282,Auto Loan,30,1000,17332,Good,1,0,5
CH001161,B0283,Mortgage,149,1000,26839,Good,0,1,5
CH001162,B0284,Student Loan,192,2500,19597,Poor,0,0,1
CH001163,B0284,Mortgage,152,2500,27566,Excellent,0,0,3
CH001164,B0284,Credit Card,113,50000,6294,Good,0,2,7
CH001165,B0285,Credit Card,134,5000,11021,Excellent,1,0,2
CH001166,B0285,Credit Card,109,15000,21218,Good,1,0,6
CH001167,B0285,Credit Card,230,2500,2450,Fair,2,0,0
CH001168,B0285,Credit Card,33,1000,28414,Fair,5,0,2
CH001169,B0286,Student Loan,155,15000,1428,Excellent,2,0,1
CH001170,B0286,Auto Loan,180,10000,15628,Excellent,0,1,2
CH001171,B0286,Mortgage,188,5000,14624,Good,2,0,3
CH001172,B0286,Credit Card,191,50000,24718,Excellent,0,0,6
CH001173,B0286,Credit Card,207,15000,5710,Excellent,1,1,6
CH001174,B0287,Student Loan,11,1000,6697,Good,0,0,1
CH001175,B0287,Personal Loan,44,10000,6027,Good,1,0,3
CH001176,B0287,Auto Loan,53,25000,13616,Poor,1,1,0
CH001177,B0287,Credit Card,21,5000,12059,Poor,3,0,5
CH001178,B0287,Student Loan,171,10000,19948,Good,0,0,4
CH001179,B0287,Mortgage,79,10000,14529,Excellent,10,0,1
CH001180,B0287,Credit Card,11,50000,3054,Excellent,0,0,4
CH001181,B0288,Student Loan,33,1000,29799,Good,0,1,7
CH001182,B0288,Auto Loan,188,50000,3825,Good,3,1,4
CH001183,B0288,Auto Loan,127,25000,25131,Excellent,0,0,3
CH001184,B0288,Student Loan,225,5000,524,Excellent,1,0,0
CH001185,B0289,Credit Card,187,2500,12039,Fair,2,0,6
CH001186,B0289,Mortgage,136,1000,28428,Excellent,1,0,6
CH001187,B0289,Personal Loan,13,50000,23902,Excellent,1,0,6
CH001188,B0289,Credit Card,62,25000,15762,Good,3,0,7
CH001189,B0289,Auto Loan,145,1000,1046,Good,0,0,0
CH001190,B0289,Credit Card,14,10000,8074,Good,0,0,6
CH001191,B0289,Student Loan,130,2500,24682,Excellent,10,0,1
CH001192,B0290,Mortgage,150,10000,25396,Fair,1,0,5
CH001193,B0290,Student Loan,181,1000,15635,Excellent,0,2,3
CH001194,B0290,Personal Loan,69,50000,22469,Poor,0,0,5
CH001195,B0290,Student Loan,33,50000,9600,Good,1,0,1
CH001196,B0290,Auto Loan,75,50000,29068,Fair,3,0,3
CH001197,B0290,Student Loan,48,15000,5136,Fair,3,2,4
CH001198,B0291,Auto Loan,12,25000,5560,Excellent,0,0,0
CH001199,B0291,Mortgage,211,15000,25247,Excellent,3,0,4
CH001200,B0291,Auto Loan,93,1000,26955,Good,1,1,2
CH001201,B0291,Auto Loan,47,1000,8645,Good,1,1,6
CH001202,B0292,Credit Card,218,2500,13111,Excellent,0,0,1
CH001203,B0292,Mortgage,147,1000,23022,Good,0,0,3
CH001204,B0292,Credit Card,6,2500,5103,Good,0,1,2
CH001205,B0292,Auto Loan,213,15000,6063,Excellent,0,1,6
CH001206,B0293,Credit Card,192,50000,7163,Good,1,0,0
CH001207,B0293,Personal Loan,75,2500,18992,Good,0,0,1
CH001208,B0293,Mortgage,62,2500,7771,Fair,2,1,4
CH001209,B0293,Student Loan,18,5000,25977,Fair,3,0,3
CH001210,B0293,Student Loan,190,25000,36,Good,0,1,3
CH001211,B0294,Student Loan,107,5000,809,Good,3,0,3
CH001212,B0294,Credit Card,193,2500,1982,Excellent,3,1,1
CH001213,B0294,Mortgage,58,10000,1304,Excellent,0,1,6
CH001214,B0294,Mortgage,87,25000,3962,Excellent,5,1,0
CH001215,B0295,Personal Loan,198,5000,13255,Fair,0,1,6
CH001216,B0295,Auto Loan,214,2500,17606,Excellent,1,0,5
CH001217,B0295,Credit Card,142,1000,29284,Fair,0,0,1
CH001218,B0295,Auto Loan,122,5000,954,Excellent,2,1,7
CH001219,B0295,Personal Loan,64,5000,7095,Excellent,1,0,0
CH001220,B0295,Mortgage,39,10000,2519,Excellent,0,0,7
CH001221,B0296,Mortgage,59,50000,25463,Good,0,0,0
CH001222,B0296,Auto Loan,181,25000,3217,Good,0,0,2
CH001223,B0297,Mortgage,141,15000,17331,Poor,0,1,7
CH001224,B0297,Student Loan,66,1000,531,Good,1,0,5
CH001225,B0297,Mortgage,158,50000,7608,Good,2,0,3
CH001226,B0298,Mortgage,51,10000,18713,Excellent,0,0,1
CH001227,B0299,Auto Loan,84,15000,7509,Excellent,2,2,6
CH001228,B0300,Auto Loan,227,10000,11374,Good,0,1,4
CH001229,B0300,Credit Card,25,5000,26809,Excellent,0,0,2
CH001230,B0300,Credit Card,141,5000,27922,Poor,2,0,3
CH001231,B0300,Mortgage,56,25000,28239,Good,0,2,0
CH001232,B0300,Student Loan,219,25000,19974,Good,1,1,7
CH001233,B0300,Student Loan,59,50000,5049,Excellent,0,2,7
CH001234,B0301,Credit Card,136,2500,15279,Good,5,0,7
CH001235,B0301,Auto Loan,143,50000,24536,Good,1,0,2
CH001236,B0301,Auto Loan,232,1000,2134,Fair,0,0,2
CH001237,B0301,Credit Card,101,15000,23042,Good,3,0,0
CH001238,B0301,Personal Loan,153,15000,14992,Excellent,1,0,1
CH001239,B0301,Student Loan,17,50000,13711,Fair,0,0,1
CH001240,B0301,Personal Loan,116,10000,8843,Good,1,1,7
CH001241,B0302,Mortgage,239,5000,16623,Excellent,2,1,5
CH001242,B0303,Personal Loan,128,10000,24117,Good,2,0,3
CH001243,B0303,Personal Loan,137,2500,10227,Good,0,1,6
CH001244,B0303,Mortgage,214,15000,17868,Fair,0,0,4
CH001245,B0303,Student Loan,157,15000,29046,Excellent,0,0,0
CH001246,B0303,Credit Card,129,2500,23756,Excellent,1,0,7
CH001247,B0303,Student Loan,231,5000,8441,Fair,0,0,2
CH001248,B0303,Credit Card,207,5000,3369,Good,2,0,3
CH001249,B0304,Student Loan,65,2500,19622,Excellent,0,2,5
